true_outcome,oof_prob_alive
1,0.9123364744421267
1,0.9165542667340312
1,0.9146608567277885
1,0.4191556614074454
1,0.47424469236951566
1,0.35041395189001107
1,0.4521986812723389
1,0.4981097417813452
1,0.507741415372731
1,0.7134725406668118
1,0.5222826086209772
1,0.3657895168031039
1,0.35050795630130266
1,0.3209248824733684
1,0.31066528245015707
1,0.4868887713629235
0,0.47424469236951566
1,0.7517765086928376
1,0.7439007050385161
1,0.6954897447966588
1,0.7740279082827894
1,0.7579665797857104
1,0.8084861468935327
1,0.7985867437739563
1,0.7892714223800538
1,0.6489108095505858
1,0.5409716747553853
1,0.7676102757772636
1,0.7551902043112152
1,0.7432768383213941
1,0.7303351438151695
1,0.8967126084939097
1,0.9431064476119918
1,0.27593231000896007
1,0.2662831536864695
1,0.2516524123489098
1,0.951117239754377
1,0.394838382612679
1,0.3971613748688419
1,0.37063252204295977
1,0.9306294956183894
1,0.46332236404685934
1,0.9139421877195932
1,0.9133787767118927
1,0.9040804401704496
0,0.5719785023434
1,0.7903573686093349
1,0.4631156165656827
1,0.3447244580411757
0,0.3224620385213063
1,0.4953417550427811
1,0.34537426764595286
1,0.440978177265881
1,0.4264134639240972
1,0.4273695512485125
1,0.41387913216468897
1,0.7836648522525381
1,0.5428998661649137
1,0.5820740759673092
1,0.3974821429147097
1,0.3832525935688547
0,0.3588236226538789
1,0.6340522393157818
1,0.6141594234530272
0,0.6015691069797592
1,0.9027621068612147
1,0.7676102757772636
1,0.655690590432626
1,0.6958997420589347
1,0.6912147189002138
0,0.6639311683790537
1,0.5192674107855826
1,0.5022863376651815
1,0.394838382612679
1,0.47627009418274097
1,0.4591631853506998
1,0.8598217883713678
1,0.7250263130592041
1,0.5269303634712308
1,0.7235352252556888
1,0.940322860352084
1,0.7346323182232571
1,0.6283798400686295
1,0.7145285859602379
1,0.7903573686093349
1,0.7721285784278351
1,0.8987563616383881
1,0.9017412314377438
1,0.5337572273530543
1,0.5039678064171712
1,0.4822703438540952
1,0.6996140095639246
1,0.44944070011957893
1,0.30358127385718825
1,0.7324549855376123
0,0.5742296761794635
1,0.7672772277363992
1,0.7476168024592057
1,0.7370285996045866
1,0.9409917332866917
0,0.6072195501621473
1,0.5412302333629712
1,0.32528498834406694
0,0.33467414190572176
1,0.6765627052010044
1,0.7338463853788059
0,0.5976715595112996
1,0.5304433710449561
1,0.6381377724917688
1,0.4273695512485125
1,0.41424281674654995
0,0.4010222078023695
1,0.3971613748688419
1,0.38143563723893037
1,0.3659545747207587
0,0.38781175237049487
1,0.41940494918522997
1,0.7207760020743517
1,0.7027176126002664
1,0.5637446643080983
1,0.54732528337036
1,0.7892714223800538
1,0.7721285784278351
1,0.7604184154688174
1,0.7520635569205291
1,0.6590696142461558
1,0.645617438636699
1,0.6317516575401306
1,0.6030728200669542
1,0.36320912301832153
1,0.9049356973551521
1,0.5958736196088403
1,0.5632680121938244
1,0.8067621086401612
0,0.48539941469413206
1,0.5076515671088676
1,0.5865514909821392
1,0.5691835023992685
1,0.5446821898957688
1,0.5856488731016676
1,0.39340072810326876
1,0.6790381272712104
1,0.6551446513824241
1,0.6357549443341066
1,0.6080601838936553
1,0.5980217358395943
1,0.5791735893922982
1,0.7729711065052451
1,0.3632128101405491
1,0.6586212517094001
1,0.3975046316999585
1,0.3811407416709029
1,0.6340522393157818
1,0.842819920816916
1,0.8295883622375827
1,0.8238697201550271
1,0.3427495868642181
1,0.3219850743075527
1,0.3056695226370068
1,0.9088236460753524
1,0.5522441908214696
1,0.5637446643080983
1,0.9066258289973079
1,0.9003463568827088
1,0.7912386455866218
1,0.8858498410915167
0,0.590361562748415
1,0.8125124092457522
1,0.851115614924117
1,0.5851188601357407
1,0.5791817089190003
1,0.5605321381555677
1,0.5468524942505202
1,0.5302027686483324
1,0.5136980892792329
1,0.675643259265914
1,0.6609810099938551
1,0.41557887745821415
1,0.5080721362553484
1,0.5388219639901539
1,0.5263912756264969
0,0.5089533673186063
1,0.9536402729087489
1,0.42737634757675946
0,0.5076515671088676
1,0.706852361594615
1,0.7807184250149344
1,0.5744385775314677
0,0.5581419812694565
1,0.7591869901490725
1,0.8621388900103296
1,0.852446385481309
1,0.5189064012135691
1,0.5018261079885546
1,0.725801040325276
1,0.7031131973381971
0,0.6178555687252204
1,0.8681785866461191
1,0.3155269474389233
1,0.44224878515746396
1,0.4190729432159327
1,0.7985867437739563
1,0.6705719137148365
1,0.6409712089813698
1,0.4828703251362103
1,0.4673388472207546
1,0.45583407308131213
1,0.4416107996118933
1,0.6489108095505858
1,0.9456140793945127
1,0.4082856577404402
1,0.3927326327279304
1,0.37609122893922764
1,0.46332236404685934
0,0.44449935720675054
0,0.5760820143499522
1,0.7676102757772636
1,0.5526929292301692
1,0.9435373743674934
1,0.7660449344954054
1,0.755977500354237
